AGENCY-COMPANY,HEADQUARTERS,2011-REVENUE,% CHG
Threespot,Washington,7930,29.5
Horn Group,San Francisco,7900,5.3
Cannonball Advertising*,St. Louis,7828,9.8
SMZ,"Troy, Mich.",7800,-8.2
Ayzenberg Group,"Pasadena, Calif.",7800,9.9
Chandelier Creative*,New York,7790,-1.4
Wpromote,"El Segundo, Calif.",7710,5.9
Zambezi,"Venice, Calif.",7692,4.3
Vizergy,"Jacksonville, Fla.",7610,7.3
Butler Till Media Services,"Rochester, N.Y.",7542,34.2
E & M Advertising,New York,7525,64.4
Ames Scullin O'Haire,Atlanta,7500,-12.6
Next Marketing,"Norcross, Ga.",7500,0
EGC Group,"Melville, N.Y.",7500,42.9
Milici Valenti Ng Pack,Honolulu,7468,10.4
LaunchSquad,San Francisco,7413,27.8
Noise [Engine Group],New York,7346,NA
Luquire George Andrews*,"Charlotte, N.C.",7306,6.5
Crosby Marketing Communications,"Annapolis, Md.",7306,-3.1
Acquirgy*,"St. Petersburg, Fla.",7300,-0.8
Red Square Agency,"Mobile, Ala.",7272,55.3
BoomBox*,New York,7268,19.1
San Jose Group,Chicago,7252,-4.7
NYCA,"Solana Beach, Calif.",7235,5.4
SicolaMartin* [WPP],"Austin, Texas",7200,0
Titan Agency*,Atlanta,7200,0
Ignition Network,Chicago,7200,4.3
Location3 Media,Denver,7164,44
Gotham Direct*,New York,7103,0
O'Leary & Partners,"Newport Beach, Calif.",7100,2.9
D Exposito & Partners,New York,7062,5.9
Kelliher Samets Volk,"Burlington, Vt.",7036,-7.1
Doe-Anderson,"Louisville, Ky.",7019,0.6
Footsteps* [Omnicom],New York,7000,16.7
Barrie D'Rozario Murphy,Minneapolis,7000,0
Downtown Partners Chicago* [Omnicom],Chicago,7000,5
Pavone,"Harrisburg, Pa.",7000,4.5
Alinean*,Orlando,6982,0
Brighton Agency,St. Louis,6958,40.5
Tenthwave Digital,"Melville, N.Y.",6888,39.4
Interlex Communications,San Antonio,6880,-13.5
Karsh Hagan,Denver,6750,20.5
Gold n Fish Marketing Group,"Armonk, N.Y.",6703,11.7
Ignite Social Media*,"Cary, N.C.",6695,NA
ISM,Boston,6650,-7
Johannes Leonardo* [WPP],New York,6600,14.6
Hello Design* [MDC Partners],"Culver City, Calif.",6550,20
GodwinGroup*,"Jackson, Miss.",6550,8.2
Slack and Company*,Chicago,6531,0
Gragg Advertising,"Kansas City, Mo.",6515,7.7
Topin & Associates,Chicago,6510,5.9
Two West*,"Kansas City, Mo.",6495,0
Mortar,San Francisco,6487,15.3
Media Horizons*,"Norwalk, Conn.",6470,0
Halo Group,New York,6400,28
Digital Pulp,New York,6400,3.2
Bayshore Solutions,"Tampa, Fla.",6335,26.8
Preston Kelly,Minneapolis,6331,8
Stone Ward,"Little Rock, Ark.",6326,3.5
Hart Associates,"Maumee, Ohio",6243,15.8
Hiebing,"Madison, Wis.",6228,-0.4
Chernoff Newman,"Columbia, S.C.",6224,-5.8
Commonground Marketing,Chicago,6182,24.5
Agency Q,Washington,6170,-3.6
Aaaza,Los Angeles,6150,24.2
ES Advertising,Los Angeles,6104,20
Fraser Communications,Los Angeles,6090,5
Keiler*,"Farmington, Conn.",6065,3.2
Babcock & Jenkins*,"Portland, Ore.",6060,-7.5
LeapFrog Interactive,"Louisville, Ky.",6035,10.1
Lopito Ileana & Howie,"Guaynabo, P.R.",6009,-6.1
Traction,San Francisco,6000,20
Boomerang Pharmaceutical Communications,"Parsippany, N.J.",6000,20
Publicis Healthware International* [Publicis],"New York/Salerno, Italy",6000,50
Donat/Wald & Haque*,"Santa Monica, Calif.",6000,-19.7
DBA Worldwide*,"Rochester, Mich.",6000,21.4
Kemp Goldberg Partners*,"Portland, Maine",6000,0
Lambesis*,"La Jolla, Calif.",5984,-2.3
Cactus Communications,Denver,5925,9.5
Catalyst Public Relations,New York,5924,15.4
Hunt Adkins,Minneapolis,5921,36.5
Ozone Online,San Francisco,5900,78.8
Winner & Associates* [Publicis],Los Angeles,5873,10.8
Weston/Mason*,"Santa Monica, Calif.",5865,-15.9
Fuse Marketing,"Burlington, Vt.",5856,0
Red Door Interactive,San Diego,5839,18.9
HMH,"Portland, Ore.",5816,-6.7
Yamamoto* [MDC Partners],Minneapolis,5750,4.5
Three Deep,"St. Paul, Minn.",5739,26.2
Heinrich Marketing*,Denver,5735,2.8
TaCito Direct,Dallas,5641,-13.2
Banyan Branch,Seattle,5588,62.9
Applicable Media*,New York,5571,7.1
Mirrorball,New York,5523,20.1
White & Partners,"Herndon, Va.",5510,-3.5
Centigrade,"Birmingham, Mich.",5500,37.5
Geppetto Group* [WPP],New York,5500,0
PM Publicidad,Atlanta,5500,31
Amazon Advertising* [Publicis],San Francisco,5500,0
PriceWeber Marketing Communications,"Louisville, Ky.",5448,12.9
NFusion Group,"Austin, Texas",5448,-1.5
Media Logic,"Albany, N.Y.",5434,-6
Carton Donofrio Partners,Baltimore,5426,-33.1
Baker Street Advertising*,San Francisco,5425,0
Ymarketing,"Costa Mesa, Calif.",5422,97.4
Grafik Marketing Communications,"Alexandria, Va.",5400,70.1
Magnani Continuum Marketing,Chicago,5300,6
Sensis Agency,Los Angeles,5291,109.2
Being* [Omnicom],New York,5274,5.5
Retail First,"Rolling Meadows, Ill.",5238,19.7
Miller Brooks,"Zionsville, Ind.",5236,11.3
Bandy Carroll Hellige,"Louisville, Ky.",5233,5.8
RP3 Agency,"Bethesda, Md.",5205,65.2
352 Media Group,"Newberry, Fla.",5203,43.1
1stMovement,"Pasadena, Calif.",5200,5.8
Red Bricks Media*,San Francisco,5200,0
Trigger*,Los Angeles,5200,13
Barton F. Graf 9000,New York,5200,NA
KraftWorks NYC*,New York,5198,-10
ADK America [Asatsu-DK],New York,5165,3.5
Shine United,"Madison, Wis.",5150,22.6
Barker/DZP,New York,5136,9.1
Tocquigny,"Austin, Texas",5100,-23.9
Cashman & Katz Integrated Communications,"Glastonbury, Conn.",5065,8.1
Underscore Marketing,New York,5037,61
Zehnder,New Orleans,5033,28.1
ESW Partners,Chicago,5029,5.1
Spike DDB* [Omnicom],"Brooklyn, N.Y.",5000,100
Hybrid Design,San Francisco,5000,25
Mile 9 Agency,"Calabasas, Calif.",5000,33.3
AlPunto Advertising*,"Tustin, Calif.",5000,0
Latin3,"Fort Lauderdale, Fla.",5000,13.6
Fly Communications*,New York,5000,63.9
Epic Media Group,"El Segundo, Calif.",5000,0
Alexander Marketing,"Grand Rapids, Mich.",5000,47.1
Moses Anshell,Phoenix,5000,-28.6
Beeby Clark & Meyler,"Irvington, N.Y.",5000,16.3
Omelet*,Los Angeles,4950,10
Renavatio Healthcare Communications*,"Newtown, Pa.",4938,20.4
Seiter & Miller,New York,4900,-2
Public Communications,Chicago,4900,-7.5
Dae Advertising,San Francisco,4892,0.1
Dojo [Grupo ABC],San Francisco,4831,61
GreenRubino*,Seattle,4807,-13.4
Orci,"Santa Monica, Calif.",4800,28.6
S2 Financial Marketing,Chicago,4800,-11.1
Richter7,Salt Lake City,4800,23.1
TDA Boulder,"Boulder, Colo.",4773,25
Terralever,"Tempe, Ariz.",4759,31.5
Marca Hispanic [Marc USA],"Coconut Grove, Fla.",4726,5
R/P Marketing Public Relations,"Holland, Ohio",4726,-0.5
LatinSphere,"Long Beach, Calif.",4719,-30.8
Morsekode,Minneapolis,4700,88
KD&E,New York,4685,23.3
Fixation Marketing,"Bethesda, Md.",4654,15.7
SMM Advertising,"Smithtown, N.Y.",4648,-3.4
MediaMorphosis,"Long Island City, N.Y.",4626,21.1
Hispanic Group,Miami,4608,27.2
Garrand,"Portland, Maine",4592,-8
SKM Group,"Depew, N.Y.",4563,23.4
Spring Creek Group* [Interpublic],Seattle,4515,NA
Weintraub Advertising,St. Louis,4500,-11.8
Bruce Clay*,"Moorpark, Calif.",4500,0
Real Integrated*,"Bloomfield Hills, Mich.",4490,-0.1
Love Communications*,Salt Lake City,4490,0
Mediasmith,San Francisco,4428,0.7
Vox Collective,New York,4415,-39.1
Glenn Group,"Reno, Nev.",4400,7.3
Mass Hispanic Marketing,"Doral, Fla.",4376,0
FingerPaint Marketing,"Saratoga Springs, N.Y.",4318,33
M/C/C,Dallas,4311,-13.3
GdB,Minneapolis,4300,0
Masterminds,"Egg Harbor Township, N.J.",4297,22.6
Tender Creative*,New York,4230,11.9
Social Media Group,Toronto,4200,20
Bodden Partners,New York,4179,-55
Two by Four,Chicago,4139,3.3
CreativeOnDemand*,"Coconut Grove, Fla.",4107,3.7
Bulldog Drummond*,San Diego,4100,0
Siboney USA* [Interpublic],"Coral Gables, Fla.",4100,2.5
Rabinovici & Associates,"North Miami Beach, Fla.",4095,-17.9
Davis & Co.*,Washington,4094,-3.3
CooperKatz & Co.,New York,4060,3.9
Escape Pod,Chicago,4000,33.3
CHI & Partners* [WPP],London/New York,4000,100
Elite SEM,New York,4000,33.3
Brooklyn Brothers,New York,4000,17.6
GRP Media,Chicago,4000,14.3
Saeshe,Los Angeles,4000,33.3
Gertrude,Chicago,4000,6.7
Johnson Gray Advertising*,"Irvine, Calif.",4000,-7.8
Tiziani & Whitmyre,"Sharon, Mass.",3990,4.8
Copacino & Fujikado,Seattle,3970,2.5
Canyon Communications,"Mesa, Ariz.",3904,NA
Robinson & Maites*,Chicago,3903,19.4
Launch Agency,"Carrollton, Texas",3850,12.4
TargetCom* [MDC Partners],Chicago,3843,-22.4
LKM,"Charlotte, N.C.",3818,35.6
Wexley School for Girls,Seattle,3800,52
ME&V,"Cedar Falls, Iowa",3767,9.6
Jar Group,"Brooklyn, N.Y.",3750,29.3
Travers Collins & Co.,"Buffalo, N.Y.",3660,-35
Muse Communications,"Culver City, Calif.",3654,34.4
Cultivator Advertising & Design*,Denver,3650,0
Stratagem Healthcare Communications*,San Francisco,3625,0
Stephan & Brady,"Madison, Wis.",3617,-4.8
Sullivan Perkins*,Dallas,3600,0
Spring O'Brien,New York,3600,-12.2
Curiosity,Cincinnati,3541,46.7
Firehouse Agency,Dallas,3501,-5.7
Nail Communications,"Providence, R.I.",3500,25
Agent 16,New York,3500,2.9
FoodMinds,Chicago,3483,-38.3
"Stiegler, Wells, Brunswick & Roth*","Bethlehem, Pa.",3480,-4.9
Backe Digital Brand Marketing,"Radnor, Pa.",3471,19.8
Associated Integrated Marketing*,"Wichita, Kan.",3420,-6.6
Littlefield Brand Development,"Tulsa, Okla.",3404,-6.4
Portent,Seattle,3400,36
"Tom, Dick & Harry Advertising",Chicago,3374,0.7
Glass Agency,"Sacramento, Calif.",3340,9.1
Matlock Advertising & Public Relations,Atlanta,3329,-14.9
Bradshaw Advertising,"Portland, Ore.",3329,1.2
LatinMedios.com,"Aventura, Fla.",3324,-11.6
Mindpower,Atlanta,3322,19.8
Kilgannon*,Atlanta,3310,-5.8
PanaVista [Hyper Marketing],"Irving, Texas",3304,-10.3
N-tara Interactive,"Johnson City, Tenn.",3300,-4.6
Brogan Tennyson Group,"Dayton, N.J.",3300,0
Mutt Industries,"Portland, Ore.",3213,156
Dotbox* [MDC Partners],New York,3200,52.4
CBD Marketing,Chicago,3200,7.9
Turkel,Miami,3200,-11.1
PanCom International,Los Angeles,3200,NA
AY Digital,New York,3180,27.2
MDB Communications,Washington,3164,4.9
Camp & King*,San Francisco,3150,NA
Perich & Partners*,"Ann Arbor, Mich.",3120,-13.3
LiveAreaLabs,Seattle,3100,106.7
Grok,New York,3100,55
Inventiva,San Antonio,3100,-24.4
U.S. Media Consulting*,Miami,3057,16.9
Middleberg Communications,New York,3050,-7.6
Michael Walters Advertising*,Chicago,3020,0
McKee Wallwork Cleveland,"Albuquerque, N.M.",3012,-2.6
Joule* [WPP],London,3000,100
Innis Maggiore,"Canton, Ohio",2979,-4.5
Hoffman Agency,"San Jose, Calif.",2964,-12.8
LaGrant Communications,Los Angeles,2949,42.1
Munn Rabot,New York,2917,12.7
Gate6,Phoenix,2903,52.2
Asher Media,"Addison, Texas",2900,-1.5
K. Fernandez & Associates,San Antonio,2891,-3.5
Brandner Communications,"Federal Way, Wash.",2844,2
Remerinc*,Seattle,2833,13.3
Chemistry Communications,Pittsburgh,2826,-3.6
Davis Harrison Dion,Chicago,2822,5
Schermer,Minneapolis,2800,-27.3
Ventura Associates,New York,2798,5.8
KZS Advertising,"Smithtown, N.Y.",2750,14.6
Walz Tetrick Advertising,"Mission, Kan.",2729,20.7
Plan C Agency,Los Angeles,2700,22.7
Nemer Fieger,Minneapolis,2652,-23
Bell Pottinger Group [Chime Communications],"Tampa, Fla.",2633,-17.3
Roth Partners,"Mamaroneck, N.Y.",2585,182.5
Allied Media Corp.,"McLean, Va.",2500,NA
Schaefer Advertising*,"Fort Worth, Texas",2470,12.3
Sub Rosa*,New York,2430,21.5
MarketingLab,Minneapolis,2427,-24
Meyer & Wallis,Milwaukee,2425,-7.7
LimeGreen,Chicago,2404,-9.2
Leopold Ketel & Partners*,"Portland, Ore.",2400,-0.4
Dynamit,"Columbus, Ohio",2400,71.4
Walker Sands Communications,Chicago,2400,9.1
Submit Express*,"Burbank, Calif.",2375,0
CTI Media*,Atlanta,2374,5.6
Thunder Tech*,Cleveland,2338,11.3
VSBrooks Advertising,"Coral Gables, Fla.",2300,-36.1
Richards/Carlberg [Richards Group],Houston,2300,9.5
ASB Communications,New York,2300,64.3
Siddall,"Richmond, Va.",2290,21.7
Creative Department,Cincinnati,2285,-4.1
Mason,"Bethany, Conn.",2267,23.7
Crossbow Group,"Westport, Conn.",2250,-10.9
Shaw Co.*,St. Louis,2204,-4.2
Hobbs/Herder Advertising,"Newport Beach, Calif.",2200,-46.3
GCG Marketing*,"Fort Worth, Texas",2200,-2.3
Go Local,"Overland Park, Kan.",2178,NA
Steak* [Dentsu],London,2173,69.1
Rosie Labs,New York,2100,162.5
Anderson Communications,Atlanta,2100,-12.5
Coates Kokes,"Portland, Ore.",2079,-0.3
Truth Agency,"Santa Ana, Calif.",2034,5.2
Clear Agency,"St. Petersburg, Fla.",2027,-21.1
Archibald Ingall Stretton* [Havas],London,2023,NA
Glyphix Advertising*,"West Hills, Calif.",2000,0
Borenstein Group,"Fairfax, Va.",2000,0
Neighbor,"Santa Monica, Calif.",2000,11.1
Porcaro Communications,"Anchorage, Alaska",2000,-9.1
Fusion B2B,"Naperville, Ill.",1986,-5.4
Vizeum* [Aegis Group],New York,1950,30
Red7e,"Louisville, Ky.",1909,14.4
Goodman Marketing Partners,"San Rafael, Calif.",1905,43.8
Villing & Co.*,"South Bend, Ind.",1895,-3.6
BrandForce/KLM,San Francisco,1800,20
Goda Advertising,"Inverness, Ill.",1800,-10
Martz Agency*,"Scottsdale, Ariz.",1800,3.4
Tipton & Maglione,"Great Neck, N.Y.",1750,-7.9
Freebairn & Co.,Atlanta,1725,-9.2
"Latorra, Paul & McCann Advertising","Syracuse, N.Y.",1701,15
Ohlmann Group*,"Dayton, Ohio",1700,0.5
Renegade,New York,1700,-32
Stoltz Marketing Group,"Boise, Idaho",1700,NA
Meers Advertising,"Kansas City, Mo.",1663,55.5
Time Advertising*,"Millbrae, Calif.",1550,0
Jones Advertising,Seattle,1500,0
Demi & Cooper,"Elgin, Ill.",1500,36.4
Ideal Promotions,Chicago,1500,7.1
Trumpet,New Orleans,1462,-21.4
Makin' It Work Pronto*,"Winston-Salem, N.C.",1440,0
OneWorld Communications,San Francisco,1428,0.7
Hanapin Marketing,"Bloomington, Ind.",1415,14.7
TotalCom*,"Tuscaloosa, Ala.",1380,4.5
Marquardt & Roche and Partners,"Stamford, Conn.",1320,3.4
Huntsinger & Jeffer,"Richmond, Va.",1313,19.3
Oink Ink,New York,1300,-7.1
Blue Interactive Agency,"Fort Lauderdale, Fla.",1300,18.2
Hydrogen Advertising,Seattle,1298,46.4
Lortz Direct Marketing,Omaha,1292,-15.3
Mandala,"Bend, Ore.",1292,13.9
Brand Arc*,Los Angeles,1260,20
Emerging Marketing,"Columbus, Ohio",1260,12.9
Touchdown Media,"Metuchen, N.J.",1250,-16.7
N&A Advertising,Atlanta,1250,0
Steel Branding,"Austin, Texas",1219,20.3
ScreenPlay InterActive*,"Clark, N.J.",1200,-7.7
Sid Lee,Montreal,1116,NA
T.D. Wang Advertising Group,Seattle,1108,20.3
J-U Carter,"San Clemente, Calif.",1100,10
Object DC,"Vienna, Va.",1064,-46.3
FPO Marketing*,San Antonio,1008,8.3
White Good,"Lancaster, Pa.",972,11
Beyond Total Branding,Miami,950,35.7
Kinzie & Green,"Wausau, Wis.",829,13.4
LP&G,"Tucson, Ariz.",818,63.1
I Imagine Studio*,"Evanston, Ill.",775,25
Spitfire Interactive*,"Westport, Conn.",775,7.6
CGSM,"Wilton, Conn.",760,-52.8
WalkerTek Interactive Marketing,"Fairfield, N.J.",609,-28.9
ENA Healthcare Communications,"Fair Haven, N.J.",600,-14.3
Condon & Root,"Barrington, Ill.",550,0
Tri-State Advertising Co.,"Warsaw, Ind.",522,16.1
Mighty Fudge Studios,"Boulder, Colo.",400,-33.3
Hudson Media Services,New York,325,4.8
Dirigo Agency,"Rockville, Md.",250,0
