AGENCY-COMPANY,HEADQUARTERS,2015-REVENUE,% CHG
Noble People,New York,9000,125
Triptent,New York,9000,50
Brighton Agency,St. Louis,8979,-23.3
Revana Digital,"San Dimas, Calif.",8875,-32.9
Badger & Winters,New York,8737,-26
Simple Truth,Chicago,8704,-5.2
Strikeforce Communications,New York,8700,4.8
SMZ,"Troy, Mich.",8700,-1.1
Acento Advertising,"Santa Monica, Calif.",8667,0.2
Bateman Group,San Francisco,8643,28.9
Bayshore Solutions,"Tampa, Fla.",8638,1.9
Beyond Marketing Group,"Irvine, Calif.",8612,0
Taxi* [WPP],Toronto,8579,31.9
PulseCX*,"Montgomeryville, Pa.",8571,-4.8
Moveo,Chicago,8567,5.2
Daniel Brian Advertising,"Rochester, Mich.",8532,27.3
Digital Pulp,New York,8500,2.4
Catalyst,"Rochester, N.Y.",8500,0
Arke Systems,Atlanta,8470,4.7
DWA,San Francisco,8462,64.1
Kovel/Fuller*,"Culver City, Calif.",8391,-1.3
Stein IAS,New York,8316,17.1
Springbox,"Austin, Texas",8312,44.3
People Ideas & Culture,New York,8300,188.8
AHA,"Vancouver, Wash.",8300,2.5
Source Communications*,"Hackensack, N.J.",8262,0
Aaaza,Los Angeles,8250,25
Syzygy* [WPP],"Bad Homburg, Germany",8240,114.4
Nemo Design*,"Portland, Ore.",8200,32.3
Media Horizons,"Norwalk, Conn.",8074,8.4
Vladimir Jones,"Colorado Springs, Colo.",8029,-8.6
Launchpad Advertising,New York,8000,0
Karsh Hagan,Denver,7978,4.2
Marden-Kane Digital Promotions,"Woodbury, N.Y.",7975,-3
Roberts Communications,"Rochester, N.Y.",7946,10.5
Next Marketing,"Norcross, Ga.",7937,-10
Rx Mosaic Health* [Omnicom],New York,7920,8.5
Kwittken* [MDC Partners],New York,7900,14.5
LevLane*,Philadelphia,7800,14.4
Madwell,"Brooklyn, N.Y.",7753,68.8
Preston Kelly,Minneapolis,7750,3.3
Curiosity,Cincinnati,7740,29.9
Charleston/Orwig,"Hartland, Wis.",7711,-10.4
Slack & Co.*,Chicago,7700,0.6
TaCito Direct,Dallas,7697,-10.4
Babcock Jenkins,"Portland, Ore.",7600,-33.3
Nail Communications,"Providence, R.I.",7564,22
New Honor Society* [Interpublic],St. Louis,7534,5
Downtown Partners* [Omnicom],Chicago,7500,-10
Bozell*,Omaha,7500,0
Gregory FCA,"Ardmore, Pa.",7500,10.3
EGC Group,"Melville, N.Y.",7500,0
Questus,San Francisco,7500,-28.6
One North Interactive*,Chicago,7491,11.6
Threespot,Washington,7471,2.1
BusinessOnline,San Diego,7464,2.4
Baker Street Advertising*,San Francisco,7413,4
Mirrorball,New York,7400,15.6
Pavone Marketing Group,"Harrisburg, Pa.",7307,5.9
Rabinovici & Associates,"Hallandale Beach, Fla.",7297,23.7
Bandy Carroll Hellige,"Louisville, Ky.",7295,12.2
Farm,"Depew, N.Y.",7290,13.9
Chempetitive Group,Chicago,7251,34.2
Adrenaline,Atlanta,7244,11.4
Cactus,Denver,7216,8.9
Airfoil Group*,"Royal Oak, Mich.",7200,0.4
Stone Ward,"Little Rock, Ark.",7122,0
DNA Seattle,Seattle,7060,1.4
Struck,Salt Lake City,7057,-4.5
Brooklyn Brothers* [Interpublic],New York,7000,-1.4
Solve,Minneapolis,7000,29.6
Orci,"Santa Monica, Calif.",7000,16.7
Walker Sands,Chicago,6917,51.8
Lloyd & Co.*,New York,6900,-8
Borshoff,Indianapolis,6871,-13.7
Wing* [WPP],New York,6849,-18.2
Safari Sundays*,New York,6796,22.5
Lopito Ileana & Howie,"Guaynabo, Puerto Rico",6791,5.5
Advantage International* [Interpublic],"Norwalk, Conn.",6735,4.6
Kelliher Samets Volk,"Burlington, Vt.",6700,12.6
Mortar*,San Francisco,6686,0
CDM Los Angeles* [Omnicom],Los Angeles,6685,-18.6
Barker Advertising and Interactive,New York,6644,10.2
Three Deep,"St. Paul, Minn.",6644,2.5
Ansible* [Interpublic],New York,6628,12
Media Logic,"Albany, N.Y.",6620,6.1
MBLM Advertising*,New York,6593,-7.1
White64,"Tysons, Va.",6575,6
PanCom International*,Los Angeles,6560,9.5
Dodge Communications,"Alpharetta, Ga.",6555,8.1
Apollo Interactive,"El Segundo, Calif.",6500,-3.7
The Variable,"Winston-Salem, N.C.",6436,98.1
MediaMorphosis,"Long Island City, N.Y.",6383,-4.2
Red Square Agency,"Mobile, Ala.",6375,2.2
Dae Advertising,San Francisco,6360,24.2
Battery,"Hollywood, Calif.",6300,425
M/C/C,Dallas,6202,1.7
StudioNorth,"North Chicago, Ill.",6100,10.9
Liquid Interactive,"Allentown, Pa.",6014,21.2
Copacino & Fujikado,Seattle,6000,5.7
Sprocket Media,"Pasadena, Calif.",6000,-50
Standard Time,Los Angeles,6000,100
Modern Climate,Minneapolis,6000,-37.3
Luxe Collective Group,New York,6000,20
Cashman & Katz Integrated Communications,"Glastonbury, Conn.",5985,2
Shine United,"Madison, Wis.",5950,4.4
Full Contact,Boston,5800,16
TDA Boulder,"Boulder, Colo.",5780,18.4
Chernoff Newman,"Columbia, S.C.",5757,-1.1
Communications Strategy Group*,Denver,5757,8.5
Sockeye,"Portland, Ore.",5750,5.6
Mintz & Hoke,"Avon, Conn.",5735,-6.5
Public Communications,Chicago,5724,-5
Portent*,Seattle,5700,0
Imaginuity Interactive,Dallas,5700,6.5
Spawn Ideas,"Anchorage, Alaska",5696,-2.6
GRP Media,Chicago,5650,7.6
Centigrade,"Birmingham, Mich.",5650,-34.3
LRXD,Denver,5617,26.2
Footsteps* [Omnicom],New York,5583,-14.3
CooperKatz & Co.,New York,5581,16.5
Renavatio Healthcare Communications,"Newtown, Pa.",5580,-4.6
L3 Advertising,New York,5500,37.5
Alinean*,"Winter Park, Fla.",5500,-8.3
NFusion,"Austin, Texas",5465,-25
Wexley School for Girls,Seattle,5429,10.2
Ink,"Irvine, Calif.",5333,7.6
BeCore,Los Angeles,5326,36.6
Stephan & Brady,"Madison, Wis.",5309,0.9
Extractable,San Francisco,5300,29.4
2e Creative,St. Louis,5294,50
Entree Health Princeton* [Omnicom],"Princeton, N.J.",5244,20
O2 Ideas,"Birmingham, Ala.",5225,-59.5
Mediasmith*,San Francisco,5215,13.3
San Jose Group,Chicago,5201,-8.6
Milici Valenti Ng Pack,Honolulu,5182,-28.8
ES Advertising,Los Angeles,5174,-25
Allscope Direct,New York,5173,48.1
Firehouse,Dallas,5140,9.6
Love Communications*,Salt Lake City,5131,-1.1
Cheil Worldwide,New York,5086,-11.9
Two by Four,Chicago,5041,-1.5
We Are Social* [BlueFocus Communication Group],London,5011,5.3
Brokaw,Cleveland,5008,-12
Bruce Clay,"Simi Valley, Calif.",5004,-8
Fame,Minneapolis,5000,-9.1
Latin3,"Hollywood, Fla.",5000,0
Aventria Health Group*,"Doylestown, Pa.",5000,NA
Maier Advertising,"Farmington, Conn.",5000,0
Quiet Light Communications*,"Rockford, Ill.",5000,0
Nomadic Agency,"Scottsdale, Ariz.",5000,19
Magnani Continuum Marketing,Chicago,4950,5.3
Small Army,Boston,4915,14.3
CBD Marketing,Chicago,4900,16.7
OBI Creative,Omaha,4860,-17
GdB (Gabriel deGrood Bendt),Minneapolis,4800,20
Richards/Carlberg,Houston,4800,14
AgencyQ,Washington,4785,8.9
Linhart Public Relations,Denver,4725,-1.9
LatinMedios.com,"Aventura, Fla.",4664,52
Baldwin&,"Raleigh, N.C.",4600,2.2
RP3 Agency,"Bethesda, Md.",4600,-14.8
Hanapin Marketing,"Bloomington, Ind.",4599,8.7
RockOrange,Miami,4594,3.7
Pinta,"Miami Beach, Fla.",4550,40
Oden,"Memphis, Tenn.",4514,-7.2
Bensimon Byrne,Toronto,4508,47.3
Fixation Marketing*,"Bethesda, Md.",4500,20
L.C. Williams & Associates*,Chicago,4500,-4.6
Turkel Brands,Miami,4500,-23.7
Sandstorm Design,Chicago,4450,4.7
BFO,Chicago,4448,5.9
Masterminds,Philadelphia,4418,-14.1
Moses,Phoenix,4375,28.7
SMM Advertising,"Smithtown, N.Y.",4358,-3
New & Improved Media*,"El Segundo, Calif.",4329,14.7
Catalyst Inc.,"Providence, R.I.",4310,-13.2
Mason*,"Bethany, Conn.",4222,5.6
Relevant24* [Publicis],Boston,4202,2.4
Ergo Interactive,New York,4200,40
BarrettSF,San Francisco,4200,16.7
Symmetri Marketing Group,Chicago,4200,10.1
90octane,Denver,4186,0.6
ADK America [Asatsu-DK],New York,4172,22.4
Trepoint,New York,4153,-6.2
Schermer,Minneapolis,4130,-7.8
Go Local Interactive,"Overland Park, Kan.",4122,30.6
Catalyst Marketing Co.,"Fresno, Calif.",4102,5.9
AlPunto Advertising,"Tustin, Calif.",4100,0
Grok,New York,4100,28.1
Della Femina Advertising,New York,4100,20.6
"Tom, Dick & Harry Creative Co.",Chicago,4100,2.2
Hirons & Co.,Indianapolis,4100,-6
Escape Pod,Chicago,4100,7.9
Joule* [WPP],London,4079,4
Krause Advertising*,Dallas,4070,2.8
Mint Advertising,"Clinton, N.J.",4059,0
Weintraub Advertising,St. Louis,4000,0
GarrandPartners,"Portland, Maine",4000,-5.1
Spike DDB* [Omnicom],"Brooklyn, N.Y.",4000,0
Hoffman Agency,"San Jose, Calif.",4000,-1.1
Gold N Fish Marketing Group,"Armonk, N.Y.",3960,6.1
JeffreyGroup,"Miami Beach, Fla.",3952,25.6
DDW,San Francisco,3900,50
Civilian* [MDC Partners],Chicago,3896,6
Trigger,Los Angeles,3800,-15.6
Backe Digital Brand Marketing,"Radnor, Pa.",3766,2.8
Henson Consulting,Chicago,3709,35.4
Distillery Project,Chicago,3675,13.4
Miller Brooks,"Zionsville, Ind.",3632,-9.1
Ready Set Rocket,New York,3618,-9.8
BrandingBusiness,"Irvine, Calif.",3606,-3.3
EventNext,"Lake Orion, Mich.",3600,33.3
Unique Influence* [MDC Partners],"Austin, Texas",3600,50
Crossbow Group,"Westport, Conn.",3575,4.4
R/P Marketing Public Relations,"Holland, Ohio",3564,-1.2
HMH,"Portland, Ore.",3508,-19.2
JumboShrimp,San Francisco,3500,0
Goldin Solutions*,New York,3500,16.7
KZSW Advertising,"Setauket, N.Y.",3500,6.1
Jones Advertising,Seattle,3500,25
Meers Advertising,"Kansas City, Mo.",3495,18.6
Tiziani Whitmyre,"Sharon, Mass.",3486,1.8
Coates Kokes,"Portland, Ore.",3475,33
Plan C Agency*,Los Angeles,3445,0
Richter7*,Salt Lake City,3429,-14.3
Red House,"Alpharetta, Ga.",3400,6.3
Innis Maggiore Group,"Canton, Ohio",3398,-12.4
Littlefield,"Tulsa, Okla.",3395,-12.6
Cerrell Associates,Los Angeles,3354,19.2
BoomAgers*,New York,3330,0
AdFarm,"Kansas City, Mo.",3315,1.9
Fraser Communications*,Los Angeles,3300,-10.8
Manifold,San Francisco,3300,32
Walz Tetrick Advertising*,"Mission, Kan.",3280,0
Hispanic Group,Miami,3242,-1.3
Matlock Advertising & Public Relations,Atlanta,3234,9
BlackWing Creative,Seattle,3200,-22.5
Grenadier*,"Boulder, Colo.",3200,39.1
M45 Marketing Services*,"Freeport, Ill.",3172,2.1
MDB Communications,Washington,3164,-1
ER Marketing*,"Kansas City, Mo.",3100,6.3
White Rhino Productions,"Lexington, Mass.",3050,14.9
Grady Britton,"Portland, Ore.",3032,17.8
Celtic Chicago,"Niles, Ill.",3002,35.5
AY Digital,New York,3000,-42.3
Again Interactive,"Morristown, N.J.",2983,-5.6
Davis Harrison Dion,Chicago,2976,5.6
Sudden Impact Marketing,"Westerville, Ohio",2954,-24.7
Nemer Fieger*,Minneapolis,2934,0
Trumpet,New Orleans,2855,2.2
Launch Agency,"Carrollton, Texas",2850,9.6
Remerinc,Seattle,2833,0
Elemento L2,Chicago,2800,-20
Science Project*,New York,2763,25
Axial*,"Boulder, Colo.",2717,11.3
Glass Agency,"Sacramento, Calif.",2700,3.8
Renegade,New York,2700,3.8
Right Place Media,"Lexington, Ky.",2657,28.3
Ventura Associates International,New York,2614,3.7
Bigbuzz Marketing Group,New York,2609,14.7
Pepper Group,"Palatine, Ill.",2600,4
Reality Rx Communication,"Somerset, N.J.",2600,-7.1
McKee Wallwork & Co.,"Albuquerque, N.M.",2598,-7.3
Draft Agency,"Knoxville, Tenn.",2576,64.4
Abbi Agency,"Reno, Nev.",2510,38.9
SMG (Shopper Marketing Group),"Porter Ranch, Calif.",2500,25
COG1,San Francisco,2500,66.7
Reflex Group,New York,2500,25
SullivanPerkins,Dallas,2500,0
FRWD,Minneapolis,2500,-28.6
TriComB2B,"Dayton, Ohio",2488,-19.3
URI Global,"Torrance, Calif.",2473,17.1
Princeton Partners,"Princeton, N.J.",2460,0.4
JMPR Public Relations,"Woodland Hills, Calif.",2451,-3.5
Walrus,New York,2400,14.3
Hydrogen Advertising,Seattle,2379,-20.7
Ohlmann Group,"Dayton, Ohio",2350,20.4
Benedict Advertising & Marketing,"Daytona Beach, Fla.",2337,17.3
Borenstein Group,"Fairfax, Va.",2300,9.5
DGS Marketing Engineers,"Fishers, Ind.",2258,-4.2
Tag Strategies*,Philadelphia,2246,0
Object DC*,"Vienna, Va.",2239,6.7
Morrow Media*,"Forest Hills, N.Y.",2220,0
Cossette [BlueFocus Communication Group],"Quebec City, Quebec",2210,72.1
David James Group,"Oakbrook Terrace, Ill.",2200,1.8
Inner Circle Labs*,San Francisco,2192,9.3
Truth & Advertising,"Santa Ana, Calif.",2192,-4
Modern Marketing Partners,"Naperville, Ill.",2123,3.8
TMI,New York,2022,104.2
Goda Advertising,"Inverness, Ill.",2000,-33.3
Young Co.,"Laguna Beach, Calif.",1939,22.6
Response Capture,"Portland, Ore.",1900,35.7
Tipton & Maglione,"Great Neck, N.Y.",1877,3.9
Greatest Common Factory*,"Austin, Texas",1825,0
Division of Labor,"Sausalito, Calif.",1750,26.1
Holtzman Communications,New York,1750,16.7
FortyTwoEightyNine,"Rockford, Ill.",1750,-7.9
Foster Marketing,"Lafayette, La.",1719,-19.8
Diaz & Cooper,"Coral Gables, Fla.",1700,70
Sacunas,"Harrisburg, Pa.",1683,25.4
Heinzeroth Marketing Group,"Rockford, Ill.",1675,18.8
FitzMartin,"Homewood, Ala.",1641,-19.2
Oink Ink,Philadelphia,1600,23.1
LP&M Advertising,"Syracuse, N.Y.",1573,2.5
Vizion Interactive,"Irving, Texas",1549,7.7
Boomm Marketing & Communications,"La Grange, Ill.",1530,17.7
Pilgrim,Denver,1503,-17.5
Forever Beta,"Brooklyn, N.Y.",1500,200
Jess3,"Sterling, Va.",1500,-28.6
Antarctic,New York,1500,25
John Doe,New York,1475,48
Construction Marketing Advisors,"Naperville, Ill.",1469,6.9
Simon Group,"Sellersville, Pa.",1466,-8.6
TotalCom,"Tuscaloosa, Ala.",1452,-4.8
Villing & Co.*,"South Bend, Ind.",1436,0
Red7e,"Louisville, Ky.",1333,-0.5
Beyond Total Branding,Miami,1260,0
MLT Creative,"Clarkston, Ga.",1250,-16.7
ENA Marketing Communications,"Shrewsbury, N.J.",1200,-33.3
Fancy Rhino,"Chattanooga, Tenn.",1170,-15.4
Winsper,Boston,1100,-63.3
J-U Carter*,"San Clemente, Calif.",1100,0
Sonnhalter,Cleveland,1088,3.6
Freebairn & Co.,Atlanta,1050,-19.2
Huntsinger & Jeffer,"Richmond, Va.",1049,-17.7
White Good,"Lancaster, Pa.",1027,-6.7
Catalyst Marketing Communications,"Stamford, Conn.",1006,-3.1
Tzeffrey & Tzanetos,"San Anselmo, Calif.",1000,0
BSY Associates,"Holmdel, N.J.",1000,0
Hakuhodo* [Hakuhodo DY Holdings],Tokyo,1000,NA
Glyphix,"West Hills, Calif.",1000,11.1
Munn Rabot,New York,964,-11.9
Mandala,"Bend, Ore.",908,-4.4
Fusion B2B,"Aurora, Ill.",865,-17.1
Media Pros of WNY*,"Orchard Park, N.Y.",853,0
Mighty Fudge Studios,"Boulder, Colo.",761,30.1
Oster & Associates,San Diego,585,-3.9
TSA Communications,"Warsaw, Ind.",510,2.2
LP&G,"Tucson, Ariz.",495,-2.3
GoDiversity,New York,450,80
Hudson Media Services,"West Orange, N.J.",375,5.6
Graphicmachine,"Kansas City, Mo.",333,7.6
Griff/SMC Medical Marketing Communications,"Boulder, Colo.",104,38.8
